FECHA;T. Máxima;T.Mínima
18/04/2018;29.1;5.2
19/04/2018;25.7;8.1
20/04/2018;24.9;7.0
21/04/2018;23.2;6.6
22/04/2018;25.8;8.1
23/04/2018;24.9;10.2
24/04/2018;28.1;11.8
25/04/2018;16.8;11.3
26/04/2018;18.1;8.8
27/04/2018;19.8;6.1
28/04/2018;13.1;7.3
29/04/2018;14.1;5.6
30/04/2018;12.5;5.6
01/05/2018;16.7;2.7
02/05/2018;16.6;4.2
03/05/2018;13.3;7.4
04/05/2018;13.8;6.9
05/05/2018;20.0;4.9
06/05/2018;27.5;3.8
07/05/2018;28.5;7.6
08/05/2018;19.9;8.9
09/05/2018;21.6;9.7
10/05/2018;18.3;6.4
11/05/2018;26.4;0.9
12/05/2018;12.8;3.1
13/05/2018;16.1;0.3
14/05/2018;16.7;6.4
15/05/2018;18.3;3.4
16/05/2018;16.2;6.7
17/05/2018;19.3;4.9
18/05/2018;21.8;11.4
19/05/2018;24.1;6.4
20/05/2018;25.1;4.2
21/05/2018;26.5;9.4
22/05/2018;25.5;7.9
23/05/2018;18.9;8.4
24/05/2018;24.7;12.0
25/05/2018;20.1;12.7
26/05/2018;22.4;12.2
27/05/2018;24.6;8.1
28/05/2018;15.7;13.6
29/05/2018;22.8;12.7
30/05/2018;23.6;13.5
31/05/2018;22.3;12.8
01/06/2018;23.8;13.9
02/06/2018;25.7;13.8
03/06/2018;25.5;11.8
04/06/2018;21.3;13.0
05/06/2018;18.6;10.8
06/06/2018;21.2;7.8
07/06/2018;23.8;11.3
08/06/2018;26.8;13.7
09/06/2018;23.7;10.8
10/06/2018;21.8;8.7
11/06/2018;20.3;10.6
12/06/2018;21.2;11.4
13/06/2018;20.9;11.5
14/06/2018;23.3;8.6
15/06/2018;22.7;8.4
16/06/2018;24.1;13.2
17/06/2018;26.1;9.4
18/06/2018;23.8;8.7
19/06/2018;27.1;14.5
20/06/2018;34.1;13.6
21/06/2018;29.5;18.6
22/06/2018;27.7;15.5
23/06/2018;30.0;10.1
24/06/2018;35.2;8.6
25/06/2018;33.0;10.5
26/06/2018;34.7;11.7
27/06/2018;27.5;16.8
28/06/2018;24.5;16.5
29/06/2018;30.8;15.4
30/06/2018;27.5;15.3
01/07/2018;31.1;15.8
02/07/2018;28.8;12.2
03/07/2018;31.2;14.9
04/07/2018;28.6;16.5
05/07/2018;25.0;15.2
06/07/2018;27.7;16.1
07/07/2018;28.0;15.5
08/07/2018;30.9;16.6
09/07/2018;29.0;14.1
10/07/2018;29.2;12.7
11/07/2018;26.4;12.1
12/07/2018;27.1;15.4
13/07/2018;30.0;14.7
14/07/2018;33.1;15.5
15/07/2018;30.4;14.9
16/07/2018;25.0;16.3
17/07/2018;29.3;11.3
18/07/2018;30.7;14.9
19/07/2018;30.7;18.9
20/07/2018;23.7;16.2
21/07/2018;24.9;14.3
22/07/2018;27.1;11.3
23/07/2018;35.1;11.3
24/07/2018;30.5;15.4
25/07/2018;32.0;17.9
26/07/2018;33.5;20.6
27/07/2018;32.7;19.7
28/07/2018;27.8;17.9
29/07/2018;34.3;13.8
30/07/2018;35.3;14.5
31/07/2018;27.3;14.3
01/08/2018;29.7;18.5
02/08/2018;36.6;15.8
03/08/2018;36.8;15.2
04/08/2018;34.1;15.0
05/08/2018;34.7;14.3
06/08/2018;39.0;13.5
07/08/2018;31.9;18.1
08/08/2018;32.1;17.6
09/08/2018;24.2;13.2
10/08/2018;29.5;9.8
11/08/2018;34.6;11.7
12/08/2018;36.7;15.3
13/08/2018;26.8;17.7
14/08/2018;25.2;15.6
15/08/2018;31.5;15.5
16/08/2018;26.3;15.2
17/08/2018;20.8;13.5
18/08/2018;24.8;9.9
19/08/2018;29.6;9.2
20/08/2018;29.9;10.2
21/08/2018;32.4;11.0
22/08/2018;35.9;15.4
23/08/2018;28.4;16.3
24/08/2018;26.0;12.6
25/08/2018;23.9;12.3
26/08/2018;31.9;8.9
27/08/2018;35.9;11.6
28/08/2018;37.1;13.8
29/08/2018;28.8;12.9
30/08/2018;27.2;12.5
31/08/2018;28.3;10.0
01/09/2018;30.5;11.1
02/09/2018;36.0;10.0
03/09/2018;30.3;11.5
04/09/2018;26.4;12.9
05/09/2018;23.2;14.2
06/09/2018;25.1;15.1
07/09/2018;24.5;14.0
08/09/2018;30.2;11.5
09/09/2018;28.6;15.4
10/09/2018;27.3;16.0
11/09/2018;31.3;12.2
12/09/2018;32.4;13.9
13/09/2018;26.9;15.4
14/09/2018;27.5;13.0
15/09/2018;31.4;12.2
16/09/2018;32.9;11.4
17/09/2018;31.7;14.8
18/09/2018;31.3;14.2
19/09/2018;33.5;18.0
20/09/2018;33.4;17.4
21/09/2018;27.9;11.9
22/09/2018;32.9;11.9
23/09/2018;34.5;11.6
24/09/2018;20.5;7.9
25/09/2018;22.9;4.8
26/09/2018;29.1;6.0
27/09/2018;31.0;12.5
28/09/2018;29.3;10.0
29/09/2018;27.5;10.3
30/09/2018;24.9;6.5
01/10/2018;19.1;12.0
02/10/2018;20.9;5.0
03/10/2018;25.3;4.0
04/10/2018;29.2;4.4
05/10/2018;28.1;4.7
06/10/2018;27.9;6.5
07/10/2018;18.1;8.9
08/10/2018;18.7;9.6
09/10/2018;20.8;7.4
10/10/2018;22.4;7.1
11/10/2018;22.5;10.0
12/10/2018;25.5;14.7
13/10/2018;27.5;11.3
14/10/2018;20.1;10.4
15/10/2018;18.2;8.4
16/10/2018;22.4;5.9
17/10/2018;21.2;7.4
18/10/2018;16.6;9.7
19/10/2018;19.6;13.1
20/10/2018;21.2;10.9
21/10/2018;24.6;10.8
22/10/2018;18.9;8.3
23/10/2018;19.9;5.3
24/10/2018;21.3;4.9
25/10/2018;23.5;1.8
26/10/2018;;
27/10/2018;;
28/10/2018;;
29/10/2018;;
30/10/2018;;
31/10/2018;;
01/11/2018;14.6;4.4
02/11/2018;16.6;7.5
03/11/2018;17.5;1.6
04/11/2018;17.9;-0.6
05/11/2018;14.4;6.9
06/11/2018;12.3;6.4
07/11/2018;16.6;3.2
08/11/2018;15.9;2.1
09/11/2018;12.7;6.7
10/11/2018;18.6;11.7
11/11/2018;17.3;10.8
12/11/2018;15.2;10.7
13/11/2018;17.5;6.6
14/11/2018;16.0;4.9
15/11/2018;20.2;5.6
16/11/2018;16.6;6.5
17/11/2018;14.1;5.9
18/11/2018;12.9;9.1
19/11/2018;18.6;6.1
20/11/2018;8.8;3.9
21/11/2018;14.6;4.1
22/11/2018;15.3;3.7
23/11/2018;12.3;5.6
24/11/2018;12.6;7.0
25/11/2018;14.5;5.6
26/11/2018;11.7;4.6
27/11/2018;12.7;1.0
28/11/2018;15.4;6.9
29/11/2018;13.6;2.5
30/11/2018;11.1;2.2
01/12/2018;11.5;1.8
02/12/2018;12.5;9.7
03/12/2018;13.6;8.6
04/12/2018;18.2;4.5
05/12/2018;18.4;3.7
06/12/2018;15.5;2.3
07/12/2018;12.4;-0.9
08/12/2018;15.5;2.4
09/12/2018;16.3;0.9
10/12/2018;14.6;0.3
11/12/2018;8.9;-1.0
12/12/2018;10.2;-1.3
13/12/2018;10.9;6.6
14/12/2018;12.7;2.3
15/12/2018;12.8;3.7
16/12/2018;14.4;6.3
17/12/2018;11.8;0.6
18/12/2018;10.2;1.6
19/12/2018;12.2;6.5
20/12/2018;12.8;7.1
21/12/2018;13.2;10.7
22/12/2018;15.8;3.4
23/12/2018;17.3;0.3
24/12/2018;15.9;-0.6
25/12/2018;12.2;0.7
26/12/2018;10.4;4.1
27/12/2018;8.4;-0.3
28/12/2018;8.3;-0.7
29/12/2018;12.8;0.5
30/12/2018;11.0;-2.4
31/12/2018;16.6;-4.0
01/01/2019;17.1;-4.3
02/01/2019;8.2;-1.2
03/01/2019;9.5;-5.1
04/01/2019;13.6;-7.6
05/01/2019;15.1;-7.4
06/01/2019;11.4;-8.1
07/01/2019;3.9;-4.5
08/01/2019;6.7;2.9
09/01/2019;10.1;3.6
10/01/2019;6.2;0.0
11/01/2019;5.7;0.1
12/01/2019;7.9;2.3
13/01/2019;10.3;0.8
14/01/2019;10.8;2.5
15/01/2019;14.9;-0.9
16/01/2019;12.5;-3.0
17/01/2019;12.8;0.9
18/01/2019;6.6;-1.0
19/01/2019;7.6;4.0
20/01/2019;8.2;1.9
21/01/2019;7.3;0.2
22/01/2019;4.8;-0.8
23/01/2019;9.9;3.6
24/01/2019;7.7;4.8
25/01/2019;12.7;7.4
26/01/2019;14.3;2.5
27/01/2019;9.4;2.1
28/01/2019;10.8;3.8
29/01/2019;11.0;3.9
30/01/2019;9.5;3.4
31/01/2019;14.6;4.6
01/02/2019;10.5;4.6
02/02/2019;7.1;0.5
03/02/2019;7.8;-0.6
04/02/2019;7.8;-2.5
05/02/2019;18.1;-0.7
06/02/2019;15.6;-0.3
07/02/2019;14.0;2.6
08/02/2019;14.9;-0.4
09/02/2019;14.4;5.7
10/02/2019;11.5;6.3
11/02/2019;12.2;1.5
12/02/2019;15.5;0.1
13/02/2019;16.4;-2.1
14/02/2019;14.3;-1.9
15/02/2019;15.6;-2.1
16/02/2019;17.5;-3.3
17/02/2019;18.6;-2.0
18/02/2019;15.0;-1.7
19/02/2019;15.7;2.6
20/02/2019;14.7;-1.3
21/02/2019;18.2;-1.9
22/02/2019;23.0;-1.3
23/02/2019;20.7;-3.1
24/02/2019;21.7;-1.4
25/02/2019;22.2;-1.8
26/02/2019;21.6;-1.2
27/02/2019;24.8;-0.8
28/02/2019;19.0;0.4
01/03/2019;19.4;-1.6
02/03/2019;22.1;0.5
03/03/2019;23.4;2.1
04/03/2019;16.8;6.4
05/03/2019;18.4;2.3
06/03/2019;16.0;7.1
07/03/2019;12.7;4.4
08/03/2019;14.9;4.7
09/03/2019;19.9;2.9
10/03/2019;18.2;4.9
11/03/2019;15.6;1.7
12/03/2019;21.2;-1.6
13/03/2019;12.1;2.1
14/03/2019;16.5;1.6
15/03/2019;19.4;-1.1
16/03/2019;25.7;-0.6
17/03/2019;13.7;3.3
18/03/2019;13.0;0.5
19/03/2019;11.2;3.5
20/03/2019;13.5;1.9
21/03/2019;16.2;-2.2
22/03/2019;22.1;-2.6
23/03/2019;24.9;-1.3
24/03/2019;22.8;0.1
25/03/2019;14.7;2.8
26/03/2019;17.0;1.7
27/03/2019;17.7;-1.8
28/03/2019;18.4;0.8
29/03/2019;22.2;-1.8
30/03/2019;22.3;1.8
31/03/2019;21.8;0.0
01/04/2019;16.9;7.2
02/04/2019;18.9;2.1
03/04/2019;11.9;2.8
04/04/2019;15.2;0.3
05/04/2019;12.6;5.5
06/04/2019;11.6;4.8
07/04/2019;14.4;4.6
08/04/2019;15.7;5.1
09/04/2019;14.7;1.9
10/04/2019;14.6;2.8
11/04/2019;13.1;3.5
12/04/2019;17.3;2.9
13/04/2019;24.2;-2.8
14/04/2019;24.7;6.8
15/04/2019;24.6;7.3
16/04/2019;22.1;8.2
17/04/2019;23.2;10.3
18/04/2019;15.7;10.4
19/04/2019;20.2;10.0
20/04/2019;22.1;4.8
21/04/2019;16.4;6.0
22/04/2019;21.0;9.1
23/04/2019;13.5;7.9
24/04/2019;16.3;6.3
25/04/2019;14.9;5.8
26/04/2019;17.1;8.7
27/04/2019;19.5;5.8
28/04/2019;22.1;2.9
29/04/2019;24.5;2.7
30/04/2019;23.3;3.7
01/05/2019;21.9;2.3
02/05/2019;17.3;5.7
03/05/2019;13.1;7.0
04/05/2019;18.1;6.4
05/05/2019;15.9;1.4
06/05/2019;25.7;-1.2
07/05/2019;23.3;4.9
08/05/2019;21.5;13.9
09/05/2019;17.3;8.4
10/05/2019;25.7;11.9
11/05/2019;20.6;9.7
12/05/2019;21.8;2.7
13/05/2019;23.4;2.4
14/05/2019;28.3;1.2
15/05/2019;28.1;3.2
16/05/2019;26.2;5.9
17/05/2019;15.5;7.6
18/05/2019;13.0;3.4
19/05/2019;15.2;7.1
20/05/2019;19.6;1.6
21/05/2019;21.9;3.7
22/05/2019;27.8;3.4
23/05/2019;25.3;8.1
24/05/2019;16.0;11.3
25/05/2019;15.7;11.0
26/05/2019;17.7;10.0
27/05/2019;20.6;10.3
28/05/2019;17.3;8.2
29/05/2019;19.7;9.7
30/05/2019;28.9;4.2
31/05/2019;32.9;6.9
01/06/2019;34.2;8.3
02/06/2019;34.1;10.5
03/06/2019;33.3;12.6
04/06/2019;29.3;10.4
05/06/2019;17.9;9.8
06/06/2019;26.4;8.2
07/06/2019;20.9;9.7
08/06/2019;25.5;4.4
09/06/2019;23.2;9.6
10/06/2019;20.0;10.0
11/06/2019;16.6;9.1
12/06/2019;23.1;3.3
13/06/2019;28.5;5.2
14/06/2019;22.9;11.8
15/06/2019;24.0;9.5
16/06/2019;30.7;5.8
17/06/2019;33.5;9.3
18/06/2019;;
19/06/2019;;
20/06/2019;19.7;14.3
21/06/2019;20.3;12.1
22/06/2019;30.4;6.8
23/06/2019;34.4;14.0
24/06/2019;32.4;15.8
25/06/2019;34.3;11.7
26/06/2019;38.1;15.3
27/06/2019;37.6;16.0
28/06/2019;38.0;15.5
29/06/2019;42.7;13.9
30/06/2019;37.4;13.5
01/07/2019;23.7;15.6
02/07/2019;25.6;15.6
03/07/2019;28.7;17.1
04/07/2019;35.4;15.7
05/07/2019;36.3;15.8
06/07/2019;35.3;17.7
07/07/2019;30.4;18.0
08/07/2019;26.2;17.4
09/07/2019;24.9;15.3
10/07/2019;29.9;10.4
11/07/2019;34.2;10.2
12/07/2019;34.0;11.0
13/07/2019;26.1;13.7
14/07/2019;28.1;15.5
15/07/2019;28.7;10.4
16/07/2019;29.5;9.1
17/07/2019;24.0;14.9
18/07/2019;28.1;14.5
19/07/2019;36.8;10.7
20/07/2019;31.2;15.8
21/07/2019;32.9;19.2
22/07/2019;39.4;19.6
23/07/2019;39.9;17.1
24/07/2019;39.3;16.1
25/07/2019;38.2;15.8
26/07/2019;20.7;16.6
27/07/2019;19.1;14.1
28/07/2019;27.1;11.1
29/07/2019;31.5;10.4
30/07/2019;25.0;14.9
31/07/2019;26.1;8.4
01/08/2019;24.2;15.1
02/08/2019;29.4;17.0
03/08/2019;35.3;12.8
04/08/2019;30.5;18.6
05/08/2019;30.4;13.7
06/08/2019;33.0;13.7
07/08/2019;31.5;17.3
08/08/2019;34.8;19.3
09/08/2019;31.2;19.2
10/08/2019;28.5;13.9
11/08/2019;24.1;15.1
12/08/2019;23.6;9.6
13/08/2019;25.3;10.9
14/08/2019;32.0;9.2
15/08/2019;26.5;16.2
16/08/2019;35.6;10.3
17/08/2019;37.7;11.1
18/08/2019;30.7;12.1
19/08/2019;20.8;15.3
20/08/2019;23.2;13.3
21/08/2019;29.4;10.5
22/08/2019;29.6;7.3
23/08/2019;35.6;7.4
24/08/2019;37.5;10.8
25/08/2019;33.5;17.0
26/08/2019;31.9;16.7
27/08/2019;30.0;14.5
28/08/2019;34.3;17.8
29/08/2019;34.1;19.6
30/08/2019;35.6;19.3
31/08/2019;34.0;16.1
01/09/2019;22.9;16.0
02/09/2019;23.5;12.0
03/09/2019;27.6;7.6
04/09/2019;26.2;6.3
05/09/2019;20.8;11.6
06/09/2019;21.9;11.3
07/09/2019;23.9;7.8
08/09/2019;23.6;9.9
09/09/2019;24.9;5.1
10/09/2019;16.5;9.9
11/09/2019;20.6;13.0
12/09/2019;28.3;10.7
13/09/2019;28.9;9.8
14/09/2019;30.0;14.7
15/09/2019;28.9;12.2
16/09/2019;27.2;14.2
17/09/2019;30.9;15.0
18/09/2019;24.3;15.6
19/09/2019;29.2;11.1
20/09/2019;28.4;12.4
21/09/2019;24.3;15.2
22/09/2019;23.3;12.3
23/09/2019;23.5;9.3
24/09/2019;26.5;15.9
25/09/2019;25.5;12.8
26/09/2019;28.9;9.5
27/09/2019;27.9;10.5
28/09/2019;28.4;13.9
29/09/2019;30.5;8.2
30/09/2019;30.2;9.5
01/11/2019;21.4;13.4
02/11/2019;18.3;15.1
03/11/2019;17.6;9.5
04/11/2019;18.2;9.0
05/11/2019;11.5;7.9
06/11/2019;14.7;8.2
07/11/2019;14.9;4.8
08/11/2019;8.2;4.5
09/11/2019;10.9;5.8
10/11/2019;7.0;3.0
11/11/2019;10.7;3.4
12/11/2019;13.1;2.9
13/11/2019;14.6;7.8
14/11/2019;10.9;2.2
15/11/2019;5.6;1.7
16/11/2019;7.9;-1.2
17/11/2019;9.2;4.1
18/11/2019;9.6;3.3
19/11/2019;12.2;-1.0
20/11/2019;9.8;1.5
21/11/2019;13.5;3.1
22/11/2019;11.1;3.3
23/11/2019;11.0;6.8
24/11/2019;11.8;4.3
25/11/2019;17.4;7.8
26/11/2019;17.1;11.4
27/11/2019;13.0;9.9
28/11/2019;14.4;11.0
29/11/2019;18.8;7.0
30/11/2019;12.5;4.2
01/12/2019;11.0;3.4
02/12/2019;9.1;5.2
03/12/2019;7.4;-0.5
04/12/2019;11.3;-1.5
05/12/2019;13.3;1.8
06/12/2019;7.9;0.0
07/12/2019;14.9;0.8
08/12/2019;10.1;0.3
09/12/2019;11.7;-0.3
10/12/2019;12.0;0.0
11/12/2019;11.7;6.0
12/12/2019;11.4;6.4
13/12/2019;15.4;10.4
14/12/2019;14.4;9.1
15/12/2019;16.2;10.4
16/12/2019;13.8;7.0
17/12/2019;11.7;5.4
18/12/2019;15.2;4.7
19/12/2019;13.6;8.9
20/12/2019;14.3;8.5
21/12/2019;18.3;7.7
22/12/2019;16.2;8.8
23/12/2019;13.2;6.3
24/12/2019;15.7;4.7
25/12/2019;14.7;3.1
26/12/2019;16.3;1.2
27/12/2019;4.0;-0.1
28/12/2019;14.1;-2.5
29/12/2019;8.0;-2.2
30/12/2019;;
31/12/2019;1.2;-1.5
01/01/2020;1.1;-2.5
02/01/2020;7.8;-1.2
03/01/2020;5.6;-1.9
04/01/2020;9.8;1.8
05/01/2020;15.4;-1.4
06/01/2020;13.2;-4.1
07/01/2020;12.6;-2.5
08/01/2020;17.7;-1.1
09/01/2020;8.9;1.3
10/01/2020;11.0;1.1
11/01/2020;13.0;-1.8
12/01/2020;10.2;-3.4
13/01/2020;12.4;-2.5
14/01/2020;12.5;2.2
15/01/2020;11.5;1.8
16/01/2020;15.1;1.7
17/01/2020;12.1;1.4
18/01/2020;8.9;0.7
19/01/2020;7.7;3.6
20/01/2020;4.3;1.8
21/01/2020;4.2;0.6
22/01/2020;9.8;3.8
23/01/2020;7.6;1.7
24/01/2020;7.7;4.0
25/01/2020;9.3;5.2
26/01/2020;11.1;0.9
27/01/2020;12.3;7.8
28/01/2020;14.2;5.7
29/01/2020;14.7;5.4
30/01/2020;14.8;11.6
31/01/2020;18.1;9.8
01/02/2020;19.3;14.0
02/02/2020;19.2;14.0
03/02/2020;22.2;5.0
04/02/2020;14.6;5.8
05/02/2020;13.0;0.7
06/02/2020;13.6;-2.4
07/02/2020;13.0;-0.2
08/02/2020;8.5;0.8
09/02/2020;13.6;1.9
10/02/2020;17.2;11.8
11/02/2020;16.9;8.7
12/02/2020;15.0;5.3
13/02/2020;16.3;3.8
14/02/2020;18.3;5.2
15/02/2020;17.3;1.9
16/02/2020;16.4;7.6
17/02/2020;14.2;6.7
18/02/2020;12.1;1.8
19/02/2020;17.6;-1.8
20/02/2020;19.5;-2.7
21/02/2020;19.5;-0.1
22/02/2020;21.4;-0.8
23/02/2020;25.2;-1.8
24/02/2020;24.1;-1.8
25/02/2020;18.2;2.7
26/02/2020;15.2;4.2
27/02/2020;17.3;4.1
28/02/2020;20.4;1.8
29/02/2020;17.7;7.8
01/03/2020;17.8;9.7
02/03/2020;14.1;2.7
03/03/2020;19.7;2.8
04/03/2020;18.3;8.3
08/03/2020;15.6;0.6
09/03/2020;12.9;3.8
10/03/2020;24.4;2.3
11/03/2020;26.3;1.6
12/03/2020;14.1;6.5
13/03/2020;12.4;1.7
14/03/2020;18.3;-2.1
15/03/2020;21.8;-0.9
16/03/2020;8.7;3.5
17/03/2020;11.7;6.6
18/03/2020;17.0;5.6
19/03/2020;19.2;6.0
20/03/2020;16.4;4.6
21/03/2020;19.2;4.3
22/03/2020;20.0;2.4
23/03/2020;17.8;7.1
24/03/2020;19.0;4.4
25/03/2020;19.1;2.7
26/03/2020;11.9;1.1
27/03/2020;15.7;-2.1
28/03/2020;18.7;-1.3
29/03/2020;15.2;-1.0
30/03/2020;7.4;1.1
31/03/2020;8.6;1.0
01/04/2020;13.5;7.6
02/04/2020;14.4;5.0
03/04/2020;17.7;0.8
04/04/2020;21.5;-0.5
05/04/2020;20.0;9.7
06/04/2020;15.4;10.6
07/04/2020;16.0;11.1
08/04/2020;21.7;11.2
09/04/2020;22.6;6.1
10/04/2020;18.7;11.3
11/04/2020;17.5;12.1
12/04/2020;19.5;10.2
13/04/2020;22.1;9.2
14/04/2020;21.1;5.9
15/04/2020;18.3;9.4
16/04/2020;22.3;8.3
17/04/2020;22.2;6.7
18/04/2020;23.7;8.1
19/04/2020;14.0;10.6
20/04/2020;19.4;10.6
21/04/2020;12.6;9.4
22/04/2020;15.0;9.8
23/04/2020;22.6;6.2
24/04/2020;21.7;11.6
25/04/2020;24.5;9.7
26/04/2020;23.1;12.6
27/04/2020;19.1;9.7
28/04/2020;18.2;7.5
29/04/2020;17.9;6.5
30/04/2020;18.4;11.2
01/05/2020;23.8;13.9
02/05/2020;24.1;12.9
03/05/2020;30.1;8.4
04/05/2020;30.4;9.6
05/05/2020;24.9;11.7
06/05/2020;28.2;6.3
07/05/2020;29.9;9.2
08/05/2020;28.5;14.9
09/05/2020;24.3;11.5
10/05/2020;17.6;11.8
11/05/2020;19.2;10.7
12/05/2020;18.2;9.9
13/05/2020;18.9;10.1
14/05/2020;14.1;11.6
15/05/2020;13.0;10.2
16/05/2020;15.9;8.8
17/05/2020;21.8;3.5
18/05/2020;24.3;4.5
19/05/2020;26.1;5.7
20/05/2020;30.2;6.3
21/05/2020;32.8;7.8
22/05/2020;30.7;10.8
23/05/2020;18.4;9.8
24/05/2020;22.7;7.1
25/05/2020;23.0;10.2
26/05/2020;26.3;8.2
27/05/2020;30.7;8.4
28/05/2020;31.4;11.0
29/05/2020;31.7;8.5
30/05/2020;32.9;9.0
31/05/2020;26.6;13.5
01/06/2020;31.4;15.5
02/06/2020;28.9;12.8
03/06/2020;24.4;14.9
04/06/2020;19.0;9.0
05/06/2020;27.4;10.2
06/06/2020;24.1;13.3
07/06/2020;15.1;8.7
08/06/2020;17.0;5.5
09/06/2020;17.7;7.0
10/06/2020;20.5;7.5
11/06/2020;21.1;9.7
12/06/2020;20.0;6.8
13/06/2020;21.6;10.6
14/06/2020;22.7;8.8
15/06/2020;23.9;11.3
16/06/2020;23.0;12.6
17/06/2020;21.1;11.4
18/06/2020;23.3;11.5
19/06/2020;26.7;9.5
20/06/2020;30.3;9.2
21/06/2020;29.3;10.1
22/06/2020;29.7;14.4
23/06/2020;36.8;10.3
24/06/2020;35.5;16.4
25/06/2020;27.7;16.5
26/06/2020;30.9;14.8
27/06/2020;30.0;12.8
28/06/2020;30.7;15.5
29/06/2020;23.8;16.2
30/06/2020;33.6;12.4
01/07/2020;27.4;15.0
02/07/2020;20.0;14.6
03/07/2020;22.9;13.1
04/07/2020;29.5;7.0
05/07/2020;31.9;10.6
06/07/2020;24.5;14.0
07/07/2020;28.6;9.3
08/07/2020;32.8;11.9
09/07/2020;32.5;14.9
10/07/2020;22.1;15.6
11/07/2020;26.8;15.2
12/07/2020;31.2;14.5
13/07/2020;26.7;13.5
14/07/2020;25.4;10.1
15/07/2020;24.3;10.0
16/07/2020;24.9;13.0
17/07/2020;25.3;12.9
18/07/2020;33.5;14.9
19/07/2020;37.2;12.1
20/07/2020;32.1;16.0
21/07/2020;33.3;14.3
22/07/2020;36.3;17.3
23/07/2020;29.8;18.5
24/07/2020;27.4;13.7
25/07/2020;35.6;11.7
27/07/2020;39.2;14.2
28/07/2020;25.7;17.5
29/07/2020;34.1;17.8
30/07/2020;37.7;15.4
31/07/2020;38.9;15.4
01/08/2020;25.5;18.4
02/08/2020;24.1;16.5
03/08/2020;25.3;13.0
04/08/2020;27.3;12.4
05/08/2020;36.5;9.0
06/08/2020;39.0;10.7
07/08/2020;38.4;17.7
08/08/2020;36.7;16.2
09/08/2020;37.4;17.1
10/08/2020;35.2;18.4
11/08/2020;30.0;17.1
12/08/2020;28.6;15.4
13/08/2020;27.7;15.6
14/08/2020;31.7;16.9
15/08/2020;32.8;17.2
16/08/2020;27.6;10.8
17/08/2020;26.4;11.7
18/08/2020;26.4;15.8
19/08/2020;35.0;15.5
20/08/2020;37.6;14.2
21/08/2020;28.6;18.3
22/08/2020;28.0;12.6
23/08/2020;27.1;13.5
24/08/2020;30.0;11.1
25/08/2020;36.2;10.6
26/08/2020;31.8;16.2
27/08/2020;34.0;14.6
28/08/2020;20.2;15.6
29/08/2020;19.6;10.4
30/08/2020;19.2;8.6
31/08/2020;27.2;4.4
01/09/2020;26.2;8.8
02/09/2020;26.7;8.5
03/09/2020;34.5;5.3
04/09/2020;35.3;8.1
05/09/2020;24.0;12.6
06/09/2020;21.9;15.3
07/09/2020;23.0;11.6
08/09/2020;29.0;7.8
09/09/2020;30.4;7.8
10/09/2020;29.5;9.0
11/09/2020;29.7;9.6
12/09/2020;31.2;9.5
13/09/2020;34.9;9.1
14/09/2020;33.7;12.8
15/09/2020;31.8;16.2
16/09/2020;33.4;13.1
17/09/2020;31.6;17.1
18/09/2020;26.3;15.7
19/09/2020;21.3;13.7
20/09/2020;23.7;12.5
21/09/2020;25.1;11.9
22/09/2020;26.0;11.9
23/09/2020;24.6;11.0
24/09/2020;22.8;13.0
25/09/2020;14.7;10.0
26/09/2020;17.0;9.2
27/09/2020;17.3;6.4
28/09/2020;20.0;4.6
29/09/2020;25.0;5.9
30/09/2020;28.2;5.0
01/10/2020;21.3;10.3
02/10/2020;17.5;9.0
03/10/2020;16.8;8.1
04/10/2020;16.7;9.1
05/10/2020;20.3;7.6
06/10/2020;22.8;12.3
07/10/2020;23.2;12.5
08/10/2020;24.0;10.7
09/10/2020;21.6;9.9
10/10/2020;17.9;10.8
11/10/2020;15.3;7.9
12/10/2020;17.8;7.4
13/10/2020;17.0;10.7
14/10/2020;13.5;7.3
15/10/2020;11.8;4.7
16/10/2020;14.3;4.2
17/10/2020;19.8;2.8
18/10/2020;24.3;2.5
19/10/2020;21.8;2.6
20/10/2020;18.3;12.6
21/10/2020;21.6;9.7
22/10/2020;21.9;8.8
23/10/2020;17.1;9.2
24/10/2020;15.2;7.7
25/10/2020;18.0;7.2
26/10/2020;14.6;5.2
27/10/2020;14.0;7.5
28/10/2020;19.8;7.3
29/10/2020;20.7;4.8
30/10/2020;21.2;3.2
31/10/2020;22.6;4.7
01/11/2020;20.8;14.4
02/11/2020;21.4;12.2
03/11/2020;13.0;7.7
04/11/2020;12.9;5.0
05/11/2020;17.9;7.2
06/11/2020;17.7;11.8
07/11/2020;17.1;11.4
08/11/2020;17.2;8.1
09/11/2020;19.9;6.7
10/11/2020;20.1;4.7
11/11/2020;14.5;3.4
12/11/2020;19.3;5.6
13/11/2020;12.8;7.8
14/11/2020;14.6;7.7
15/11/2020;19.8;10.3
16/11/2020;18.1;4.9
17/11/2020;17.2;4.5
18/11/2020;20.4;4.6
19/11/2020;14.3;4.9
20/11/2020;13.8;2.1
21/11/2020;17.7;-0.4
22/11/2020;16.6;-2.4
23/11/2020;17.1;-2.1
24/11/2020;14.5;-1.7
25/11/2020;10.5;0.0
26/11/2020;15.8;3.0
27/11/2020;16.8;4.5
28/11/2020;18.6;2.2
29/11/2020;15.6;0.5
30/11/2020;10.7;1.2
01/12/2020;10.1;-0.2
02/12/2020;9.3;0.5
03/12/2020;9.7;0.1
04/12/2020;9.7;1.2
05/12/2020;7.5;1.8
06/12/2020;6.6;2.4
