FECHA;T. Máxima;T.Mínima
07/12/2020;11.7;4.5
08/12/2020;7.5;2.9
09/12/2020;9.3;2.5
10/12/2020;13.1;6.9
11/12/2020;17.3;9.4
12/12/2020;13.6;3.3
13/12/2020;15.7;2.3
14/12/2020;15.3;6.3
15/12/2020;12.5;7.4
16/12/2020;12.4;4.0
17/12/2020;11.9;2.9
18/12/2020;11.0;-0.1
19/12/2020;8.5;4.6
20/12/2020;11.0;3.3
21/12/2020;14.8;9.7
22/12/2020;15.1;7.6
23/12/2020;13.4;7.3
24/12/2020;12.9;3.6
25/12/2020;8.0;2.4
26/12/2020;8.7;2.2
27/12/2020;8.0;1.2
28/12/2020;9.7;2.8
29/12/2020;8.1;3.4
30/12/2020;5.9;2.2
31/12/2020;8.0;3.0
01/01/2021;6.9;0.5
02/01/2021;3.4;0.2
03/01/2021;4.6;-0.6
04/01/2021;4.1;-0.1
05/01/2021;5.2;-0.5
06/01/2021;8.7;-2.9
07/01/2021;3.6;-4.1
08/01/2021;4.7;-4.5
09/01/2021;0.9;-0.9
10/01/2021;3.4;-0.6
11/01/2021;6.5;-0.1
12/01/2021;8.0;-1.3
13/01/2021;11.5;-2.3
14/01/2021;8.0;-2.2
15/01/2021;9.3;0.2
16/01/2021;11.5;-0.3
17/01/2021;13.4;-2.7
18/01/2021;14.6;0.9
19/01/2021;10.4;-2.6
20/01/2021;15.2;0.5
21/01/2021;14.5;10.5
22/01/2021;12.7;2.6
23/01/2021;12.3;6.5
24/01/2021;12.0;4.3
25/01/2021;9.6;4.0
26/01/2021;15.6;1.3
27/01/2021;18.5;7.5
28/01/2021;16.4;12.8
29/01/2021;16.1;12.8
30/01/2021;14.5;7.7
31/01/2021;;
01/02/2021;;
02/02/2021;;
03/02/2021;;
04/02/2021;;
05/02/2021;;
06/02/2021;;
07/02/2021;;
08/02/2021;;
09/02/2021;;
10/02/2021;;
11/02/2021;;
12/02/2021;14.0;4.3
13/02/2021;14.2;0.8
14/02/2021;15.0;1.2
15/02/2021;10.7;6.1
16/02/2021;15.2;6.6
17/02/2021;17.4;6.4
18/02/2021;17.1;4.2
19/02/2021;20.2;8.9
20/02/2021;19.6;4.9
21/02/2021;12.8;8.8
22/02/2021;11.4;2.9
23/02/2021;17.0;0.2
24/02/2021;19.0;3.6
25/02/2021;12.5;5.1
26/02/2021;14.2;7.5
27/02/2021;14.6;4.5
28/02/2021;11.0;1.6
01/03/2021;13.6;4.3
02/03/2021;17.4;5.8
03/03/2021;15.2;4.3
04/03/2021;16.2;4.7
05/03/2021;13.2;4.6
06/03/2021;10.9;6.5
07/03/2021;7.7;5.2
08/03/2021;9.5;4.7
09/03/2021;8.3;-0.6
10/03/2021;17.0;-3.3
11/03/2021;17.2;8.6
12/03/2021;15.5;3.0
13/03/2021;15.8;-0.7
14/03/2021;12.2;6.7
15/03/2021;13.1;5.1
16/03/2021;12.5;7.0
17/03/2021;14.1;5.0
18/03/2021;10.6;3.2
19/03/2021;9.5;3.0
20/03/2021;8.5;3.3
21/03/2021;9.5;3.9
22/03/2021;14.2;2.8
23/03/2021;20.6;-2.5
24/03/2021;21.9;-3.1
25/03/2021;20.4;5.3
26/03/2021;20.1;3.7
27/03/2021;18.4;4.8
28/03/2021;23.3;0.3
29/03/2021;23.7;3.0
30/03/2021;24.2;6.0
31/03/2021;24.6;5.3
01/04/2021;18.9;7.0
02/04/2021;23.4;8.0
03/04/2021;15.7;5.9
04/04/2021;17.4;2.4
05/04/2021;20.6;-1.6
06/04/2021;11.6;4.3
07/04/2021;14.6;1.8
08/04/2021;20.5;-1.7
09/04/2021;13.4;7.8
10/04/2021;17.3;8.4
11/04/2021;10.1;4.2
12/04/2021;13.7;0.1
13/04/2021;15.3;-0.6
14/04/2021;19.0;5.7
15/04/2021;16.3;-0.5
16/04/2021;12.5;-1.4
17/04/2021;9.8;0.7
18/04/2021;19.6;4.0
19/04/2021;23.3;0.9
20/04/2021;20.3;7.2
21/04/2021;19.2;9.0
22/04/2021;18.6;10.1
23/04/2021;22.0;4.7
24/04/2021;23.1;9.7
25/04/2021;17.6;10.3
26/04/2021;19.5;9.1
27/04/2021;14.6;10.4
28/04/2021;16.3;7.4
29/04/2021;10.5;7.3
30/04/2021;10.4;6.2
01/05/2021;14.4;4.7
02/05/2021;16.1;1.6
03/05/2021;18.3;4.9
04/05/2021;22.9;1.6
05/05/2021;21.3;5.9
06/05/2021;24.9;5.2
07/05/2021;26.7;9.3
08/05/2021;31.3;7.5
09/05/2021;21.4;12.8
10/05/2021;20.7;9.6
11/05/2021;17.2;7.7
12/05/2021;19.1;9.0
13/05/2021;15.4;5.2
14/05/2021;20.0;4.1
15/05/2021;19.6;13.2
16/05/2021;19.2;10.9
17/05/2021;20.3;8.9
18/05/2021;23.2;5.7
19/05/2021;18.4;8.7
20/05/2021;29.3;3.3
21/05/2021;23.5;5.8
22/05/2021;16.5;8.2
23/05/2021;21.4;3.9
24/05/2021;17.6;6.8
25/05/2021;19.1;9.2
26/05/2021;23.5;4.2
27/05/2021;30.4;5.5
28/05/2021;28.2;14.1
29/05/2021;25.7;12.5
30/05/2021;26.0;13.7
31/05/2021;31.6;12.2
01/06/2021;24.8;13.8
02/06/2021;26.6;12.4
03/06/2021;18.2;12.8
04/06/2021;15.7;11.3
05/06/2021;22.3;9.9
06/06/2021;23.0;12.4
07/06/2021;27.2;7.8
08/06/2021;30.6;9.1
09/06/2021;23.3;11.0
10/06/2021;28.5;8.8
11/06/2021;25.7;11.5
12/06/2021;31.2;14.5
13/06/2021;35.2;13.7
14/06/2021;30.6;17.1
15/06/2021;31.6;13.1
16/06/2021;31.1;17.1
17/06/2021;21.0;15.5
18/06/2021;27.1;14.8
19/06/2021;27.3;14.7
20/06/2021;23.6;13.4
21/06/2021;22.4;12.0
22/06/2021;21.3;11.2
23/06/2021;18.8;12.2
24/06/2021;22.5;13.0
25/06/2021;27.0;8.1
26/06/2021;33.3;12.2
27/06/2021;22.3;12.9
28/06/2021;23.6;7.4
29/06/2021;23.7;10.0
30/06/2021;28.4;12.8
01/07/2021;30.4;14.8
02/07/2021;34.4;14.7
03/07/2021;29.6;16.7
04/07/2021;30.5;15.7
05/07/2021;34.3;15.7
06/07/2021;26.0;15.0
07/07/2021;21.3;12.2
08/07/2021;23.1;9.5
09/07/2021;31.9;7.9
10/07/2021;28.5;14.9
11/07/2021;34.9;11.2
12/07/2021;20.0;13.2
13/07/2021;20.9;11.5
14/07/2021;20.4;13.3
15/07/2021;23.5;13.7
16/07/2021;26.8;9.4
17/07/2021;30.8;10.8
18/07/2021;30.3;12.2
19/07/2021;31.5;17.1
20/07/2021;36.3;11.2
21/07/2021;36.7;15.1
22/07/2021;39.2;19.6
23/07/2021;35.1;17.3
24/07/2021;29.2;11.1
25/07/2021;25.9;16.6
26/07/2021;26.0;12.3
27/07/2021;26.9;11.4
28/07/2021;24.9;14.6
29/07/2021;32.1;12.4
30/07/2021;26.4;15.3
31/07/2021;17.4;13.3
01/08/2021;23.3;9.8
02/08/2021;27.0;8.8
03/08/2021;31.1;10.2
04/08/2021;28.2;14.8
05/08/2021;33.6;16.8
06/08/2021;27.9;16.3
07/08/2021;24.1;14.5
08/08/2021;26.4;14.8
09/08/2021;34.3;12.0
10/08/2021;31.6;16.1
11/08/2021;37.1;18.5
12/08/2021;36.7;16.7
13/08/2021;36.8;18.0
14/08/2021;42.0;17.5
15/08/2021;27.2;17.2
16/08/2021;22.8;15.9
17/08/2021;22.3;15.7
18/08/2021;20.8;14.9
19/08/2021;24.7;14.2
20/08/2021;35.6;11.8
21/08/2021;32.4;13.5
22/08/2021;27.3;12.3
23/08/2021;25.4;17.3
24/08/2021;27.1;13.0
25/08/2021;32.2;10.7
26/08/2021;33.7;13.8
27/08/2021;30.6;13.1
28/08/2021;26.9;10.6
29/08/2021;27.0;8.6
30/08/2021;27.1;10.6
31/08/2021;30.7;10.6
01/09/2021;27.1;16.4
02/09/2021;27.2;15.6
03/09/2021;26.2;15.0
04/09/2021;32.5;14.7
05/09/2021;33.7;13.5
06/09/2021;34.0;14.6
07/09/2021;31.9;19.0
08/09/2021;29.6;16.6
09/09/2021;28.7;16.4
10/09/2021;24.6;15.0
11/09/2021;26.5;12.3
12/09/2021;32.6;11.9
13/09/2021;31.1;13.9
14/09/2021;24.9;17.1
15/09/2021;26.4;13.3
16/09/2021;23.1;13.1
17/09/2021;29.5;9.6
18/09/2021;21.2;12.1
19/09/2021;23.0;6.8
20/09/2021;18.6;11.9
21/09/2021;20.0;9.8
22/09/2021;23.7;12.2
23/09/2021;23.5;10.4
24/09/2021;23.7;10.2
25/09/2021;24.0;13.6
26/09/2021;24.0;13.3
27/09/2021;22.4;13.4
28/09/2021;24.9;12.7
29/09/2021;23.0;11.0
30/09/2021;24.8;11.6
01/10/2021;24.5;8.4
02/10/2021;24.3;7.4
03/10/2021;21.6;7.2
04/10/2021;20.7;3.7
05/10/2021;19.8;13.3
06/10/2021;20.7;9.0
07/10/2021;23.8;4.3
08/10/2021;23.6;4.3
09/10/2021;19.0;2.7
10/10/2021;19.8;8.7
11/10/2021;21.2;4.2
12/10/2021;20.7;1.9
13/10/2021;19.9;2.8
14/10/2021;21.8;1.4
15/10/2021;24.7;3.0
16/10/2021;19.4;6.1
17/10/2021;22.1;10.3
18/10/2021;23.1;7.3
19/10/2021;24.6;9.8
20/10/2021;27.2;12.4
21/10/2021;18.2;8.4
22/10/2021;14.9;4.5
23/10/2021;21.1;2.8
24/10/2021;22.8;-1.3
25/10/2021;21.7;1.7
26/10/2021;21.3;4.2
27/10/2021;23.7;2.0
28/10/2021;19.0;1.1
29/10/2021;14.3;11.6
30/10/2021;19.8;11.7
31/10/2021;20.2;10.9
01/11/2021;17.4;10.4
02/11/2021;17.2;6.5
03/11/2021;11.2;4.9
04/11/2021;10.6;2.9
05/11/2021;9.5;4.7
06/11/2021;11.8;4.1
07/11/2021;11.2;4.4
08/11/2021;15.1;8.9
09/11/2021;13.6;3.4
10/11/2021;14.4;-0.3
11/11/2021;12.1;3.0
12/11/2021;15.2;9.0
13/11/2021;15.3;10.0
14/11/2021;14.6;7.8
15/11/2021;12.0;7.9
16/11/2021;10.4;8.0
17/11/2021;8.9;7.0
18/11/2021;12.8;2.2
19/11/2021;12.8;-0.6
20/11/2021;11.0;-1.0
21/11/2021;12.0;1.3
22/11/2021;7.4;3.9
23/11/2021;6.9;4.8
24/11/2021;11.5;4.6
25/11/2021;7.9;5.4
26/11/2021;8.1;5.0
27/11/2021;6.7;1.5
28/11/2021;4.6;0.4
29/11/2021;9.7;3.3
30/11/2021;15.7;1.3
01/12/2021;8.7;0.4
02/12/2021;9.4;3.3
03/12/2021;10.5;5.0
04/12/2021;12.4;6.9
05/12/2021;7.7;2.5
06/12/2021;10.4;4.6
07/12/2021;14.5;2.7
08/12/2021;8.1;2.0
09/12/2021;;
10/12/2021;12.0;8.4
11/12/2021;12.8;7.5
12/12/2021;15.5;3.2
13/12/2021;11.5;0.2
14/12/2021;7.1;1.9
15/12/2021;8.2;-1.2
16/12/2021;4.5;-0.1
17/12/2021;2.9;-0.7
18/12/2021;3.5;0.8
19/12/2021;2.8;1.2
20/12/2021;8.6;-0.2
21/12/2021;10.3;0.5
22/12/2021;6.1;0.0
23/12/2021;7.8;2.9
24/12/2021;11.4;7.2
25/12/2021;12.1;4.9
26/12/2021;14.1;3.7
27/12/2021;14.8;9.7
28/12/2021;15.9;11.9
29/12/2021;16.3;5.3
30/12/2021;19.4;1.6
31/12/2021;21.7;0.8
01/01/2022;17.0;2.5
02/01/2022;18.9;4.8
03/01/2022;18.0;2.1
04/01/2022;15.9;5.4
05/01/2022;8.2;1.7
06/01/2022;9.9;0.8
07/01/2022;9.0;3.3
08/01/2022;9.2;1.5
09/01/2022;13.2;6.9
10/01/2022;14.7;9.7
11/01/2022;12.4;7.8
12/01/2022;11.1;-0.7
13/01/2022;9.2;-3.1
14/01/2022;9.5;-4.7
15/01/2022;8.7;-4.5
16/01/2022;12.6;-6.1
17/01/2022;11.6;-4.9
18/01/2022;11.1;-4.8
19/01/2022;5.8;-3.9
20/01/2022;7.0;-2.5
21/01/2022;6.1;1.3
22/01/2022;10.6;-4.2
23/01/2022;8.7;-5.1
24/01/2022;10.9;-5.9
25/01/2022;11.0;-5.3
26/01/2022;12.5;-4.9
27/01/2022;13.7;-6.3
28/01/2022;11.4;-5.3
29/01/2022;11.6;-3.7
30/01/2022;17.4;-6.1
31/01/2022;10.6;-2.6
01/02/2022;9.1;-0.4
02/02/2022;19.2;-2.2
03/02/2022;12.2;-2.7
04/02/2022;11.7;-2.4
05/02/2022;10.3;-1.8
06/02/2022;13.8;-3.7
07/02/2022;12.3;-2.5
08/02/2022;15.5;1.4
09/02/2022;16.2;-2.7
10/02/2022;18.6;-2.5
11/02/2022;11.1;1.3
12/02/2022;13.5;-1.4
13/02/2022;16.2;0.6
14/02/2022;10.8;4.7
15/02/2022;12.1;1.3
16/02/2022;15.1;7.7
17/02/2022;18.9;2.3
18/02/2022;17.6;2.4
19/02/2022;10.4;-0.8
20/02/2022;14.5;-1.1
21/02/2022;16.4;1.8
22/02/2022;21.5;-3.0
23/02/2022;20.9;-4.8
24/02/2022;13.5;-1.8
25/02/2022;11.3;0.2
26/02/2022;15.4;-4.9
27/02/2022;16.8;3.1
28/02/2022;20.9;0.1
01/03/2022;19.6;-1.3
02/03/2022;13.0;2.6
03/03/2022;11.3;0.7
04/03/2022;9.9;2.7
05/03/2022;10.0;1.8
06/03/2022;7.9;2.5
07/03/2022;11.7;1.0
08/03/2022;14.1;5.0
09/03/2022;11.7;1.5
10/03/2022;14.7;7.5
11/03/2022;16.4;7.1
12/03/2022;14.7;3.6
13/03/2022;15.0;4.9
14/03/2022;11.8;3.8
15/03/2022;19.1;11.6
16/03/2022;13.6;8.8
17/03/2022;10.3;6.6
18/03/2022;10.1;6.2
19/03/2022;16.9;2.4
20/03/2022;17.3;4.2
21/03/2022;15.3;9.6
22/03/2022;14.1;8.0
23/03/2022;13.9;4.8
24/03/2022;16.5;1.6
25/03/2022;16.8;8.1
26/03/2022;18.0;6.3
27/03/2022;18.6;2.3
28/03/2022;19.2;4.1
29/03/2022;18.6;5.3
30/03/2022;12.5;7.0
31/03/2022;13.8;5.1
01/04/2022;6.9;0.3
02/04/2022;7.3;0.3
03/04/2022;6.8;-0.5
04/04/2022;8.9;-1.1
05/04/2022;14.5;-4.4
06/04/2022;19.3;-2.6
07/04/2022;17.8;0.6
08/04/2022;15.9;9.3
09/04/2022;17.3;5.4
10/04/2022;20.9;0.3
11/04/2022;21.4;9.1
12/04/2022;19.6;8.9
13/04/2022;18.2;3.4
14/04/2022;19.2;8.7
15/04/2022;22.9;5.4
16/04/2022;22.5;4.4
17/04/2022;22.4;2.4
18/04/2022;16.3;8.6
19/04/2022;11.3;6.4
20/04/2022;11.3;5.9
21/04/2022;15.3;5.7
22/04/2022;15.9;2.5
23/04/2022;10.2;5.9
24/04/2022;18.9;7.7
25/04/2022;23.6;3.8
26/04/2022;24.3;5.6
27/04/2022;18.2;10.7
28/04/2022;15.0;9.7
29/04/2022;23.3;4.4
30/04/2022;22.1;7.0
01/05/2022;22.2;3.8
02/05/2022;14.0;10.3
03/05/2022;14.7;9.6
04/05/2022;15.8;7.9
05/05/2022;17.8;3.6
06/05/2022;19.8;2.1
07/05/2022;23.0;2.8
08/05/2022;24.4;4.4
09/05/2022;28.9;4.0
10/05/2022;31.2;5.0
11/05/2022;32.4;8.3
12/05/2022;27.6;12.8
13/05/2022;30.8;12.0
14/05/2022;26.7;12.2
15/05/2022;27.0;12.1
16/05/2022;29.8;11.5
17/05/2022;28.9;13.7
18/05/2022;31.4;11.2
19/05/2022;34.2;10.6
20/05/2022;32.5;15.5
21/05/2022;34.5;11.4
22/05/2022;33.0;16.3
23/05/2022;21.9;12.7
24/05/2022;16.2;10.8
25/05/2022;17.5;8.6
26/05/2022;20.2;10.5
27/05/2022;23.4;12.7
28/05/2022;27.6;14.1
29/05/2022;27.7;7.1
30/05/2022;26.8;11.9
31/05/2022;31.2;8.9
01/06/2022;32.9;11.1
02/06/2022;33.0;12.1
03/06/2022;31.6;15.9
04/06/2022;29.8;14.6
05/06/2022;28.6;12.4
06/06/2022;28.9;12.5
07/06/2022;29.8;14.0
08/06/2022;24.7;13.7
09/06/2022;26.1;14.2
10/06/2022;32.3;8.7
11/06/2022;32.0;14.0
12/06/2022;33.7;14.7
13/06/2022;30.9;16.9
14/06/2022;36.5;14.7
15/06/2022;39.0;14.7
16/06/2022;39.7;15.4
17/06/2022;40.9;19.1
18/06/2022;40.9;18.4
19/06/2022;29.4;14.5
20/06/2022;27.0;16.0
21/06/2022;31.9;16.1
22/06/2022;26.8;14.3
23/06/2022;26.2;13.7
24/06/2022;27.1;13.3
25/06/2022;23.8;12.7
26/06/2022;19.3;10.8
27/06/2022;18.5;10.0
28/06/2022;31.7;4.6
29/06/2022;25.1;7.5
30/06/2022;19.6;10.5
01/07/2022;29.3;4.6
02/07/2022;35.3;9.2
03/07/2022;26.3;14.8
04/07/2022;23.4;15.1
05/07/2022;23.0;16.3
06/07/2022;22.3;14.3
07/07/2022;26.6;8.2
08/07/2022;27.7;9.3
09/07/2022;32.8;9.7
10/07/2022;36.0;10.2
11/07/2022;39.4;13.1
12/07/2022;38.3;14.3
13/07/2022;40.0;13.8
14/07/2022;40.2;12.4
15/07/2022;38.0;14.1
16/07/2022;42.8;14.6
17/07/2022;42.9;16.2
18/07/2022;42.3;17.0
19/07/2022;35.6;17.8
20/07/2022;27.7;17.4
21/07/2022;39.0;13.3
22/07/2022;23.5;17.1
23/07/2022;30.2;14.3
24/07/2022;40.7;12.8
25/07/2022;27.2;14.0
26/07/2022;23.9;16.8
27/07/2022;26.0;13.5
28/07/2022;30.8;11.7
29/07/2022;27.4;15.3
30/07/2022;28.3;14.3
31/07/2022;30.3;15.5
01/08/2022;32.8;18.5
02/08/2022;40.0;13.6
03/08/2022;37.2;20.6
04/08/2022;31.7;17.1
05/08/2022;26.2;18.6
06/08/2022;32.9;17.9
07/08/2022;34.2;15.4
08/08/2022;35.5;16.8
09/08/2022;36.1;16.3
10/08/2022;35.2;16.3
11/08/2022;38.6;20.1
12/08/2022;40.9;16.6
13/08/2022;36.8;16.6
14/08/2022;30.1;17.6
15/08/2022;32.3;13.4
16/08/2022;29.6;14.8
17/08/2022;25.1;11.2
18/08/2022;23.6;13.9
19/08/2022;31.3;11.3
20/08/2022;37.2;10.6
21/08/2022;30.9;14.2
22/08/2022;26.4;13.4
23/08/2022;34.8;18.3
24/08/2022;33.7;14.3
25/08/2022;27.0;18.3
26/08/2022;27.3;15.6
27/08/2022;34.0;12.4
28/08/2022;37.2;12.9
29/08/2022;31.2;16.9
30/08/2022;36.4;12.7
